id,province_id,name_th,name_en,category,latitude,longitude,description,opening_hours,entrance_fee_thai,entrance_fee_foreigner,is_open,status,last_verified,images,facilities,phone,website,facebook,google_maps_url,highlights,best_time_to_visit,average_duration,rating,data_source,notes
karon-beach,phuket,หาดกะรน,Karon Beach,"beach,family,swimming,relaxation",7.8387,98.2843,"Long stretch of golden sand (3km) ideal for sunbathing, swimming, and  relaxed beach walks. Family-friendly atmosphere with fewer crowds than Patong. Beautiful sunsets.",All day,0,0,TRUE,open,2025-11-25,"karon-1.jpg,karon-2.jpg","parking,restroom,restaurants,beach-chairs,massage",076-286-155,,https://facebook.com/karonbeach,https://goo.gl/maps/KaronBeach,"Long Beach,Golden Sand,Family Friendly,Sunsets,Less Crowded",November-April,Full day,4.5,"TAT,Google Places","Quieter than Patong but still good facilities. Great for long beach walks."
freedom-beach,phuket,ฟรีด อมบีช,Freedom Beach,"beach,secluded,swimming,snorkeling",7.8228,98.2695,"Pristine hidden beach accessible only by boat or jungle hike. Bright white sand, crystal-clear emerald water, minimal development. Paradise away from crowds.",09:00-17:00,200,200,TRUE,open,2025-11-25,"freedom-1.jpg,freedom-2.jpg","beach-chairs,umbrellas,small-cafe,snorkel-rental",089-873-1965,,,https://goo.gl/maps/FreedomBeach,"White Sand,Clear Water,Secluded,Snorkeling,Pristine",November-April | Avoid monsoon,3-4 hours,4.8,"TripAdvisor,Beach Guides","Access: boat from Patong (200 THB) or 30-min jungle hike. Entrance fee 200 THB."
nai-harn-beach,phuket,หาดในหาน,Nai Harn Beach,"beach,swimming,local,relaxation",7.7732,98.3036,"Picturesque crescent bay at Phuket's southern tip with crystal-clear turquoise waters. Popular with locals, less touristic. Backed by lake and monastery.",All day,0,0,TRUE,open,2025-11-25,"nai-harn-1.jpg,nai-harn-2.jpg","parking,restroom,restaurants,yacht-club,beach-chairs",076-381-212,,https://facebook.com/naiharnbeach,https://goo.gl/maps/NaiHarnBeach,"Turquoise Water,Local Beach,Swimming,Scenic,Yacht Club",November-April,Half-full day,4.6,"TAT,Local Guides","Popular with expats and locals. Rougher water May-October. Great restaurants nearby."
phi-phi-islands,phuket,หมู่เกาะพีพี,Phi Phi Islands & Maya Bay,"island,beach,snorkeling,boat-tour,landmark",7.6814,98.7697,"Breathtaking limestone islands with crystal-clear waters and vibrant marine life. Maya Bay (The Beach movie location) has been beautifully restored. Perfect for snorkeling, diving, and island hopping.",Depends on tour,400,400 ,TRUE,open,2025-11-25,"phi-phi-1.jpg,phi-phi-2.jpg","boat-tour,snorkeling,lunch,guide,life-jackets",075-620-630,https://www.phiphi.phuket.com,https://facebook.com/phiphiislands,https://goo.gl/maps/PhiPhi,"Maya Bay,Snorkeling,Limestone Cliffs,Clear Water,Marine Life",November-April (calm seas),Full day tour,4.9,"TAT,Tour Operators","Day tours from Phuket 1,000-2,500 THB. Maya Bay entry 400 THB. Book early for speedboat tours."
big-buddha,phuket,พระพุทธมิ่งมงคลเอกก นาคคีรี,Big Buddha Phuket,"landmark,temple,viewpoint,cultural",7.8910,98.3080,"Iconic 45-meter marble Buddha statue atop Nakkerd Hill (400m) offering breathtaking 360° panoramic views of Phuket. Free entry, spiritual atmosphere, and stunning photo opportunities.",06:00-19:00,0,0,TRUE,open,2025-11-25,"big-buddha-1.jpg,big-buddha-2.jpg","parking,restroom,viewpoint,donation-boxes,cafe",076-386-780,https://www.mingmongkolphuket.com,https://facebook.com/bigbuddhaphuket,https://goo.gl/maps/BigBuddha,"Panoramic Views,45m Buddha,Free Entry,Spiritual,Photo Spot",Late afternoon (16:00-18:00) for sunset,1-2 hours,4.7,"TAT,Google Places","Free but donations welcome for construction. Dress respectfully. Amazing views of island."
old-phuket-town,phuket,เมืองเก่าภูเก็ต,Old Phuket Town,"cultural,historical,architecture,shopping,food",7.8841,98.3869,"Charming historic district with colorful Sino-Portuguese buildings, quaint cafes, art galleries, and boutique shops. Sunday Walking Street market draws huge crowds.",All day | Market Sun 16:00-22:00,0,0,TRUE,open,2025-11-25,"old-town-1.jpg,old-town-2.jpg","parking,cafes,restaurants,shops,atm,art-galleries",076-212-213,https://www.phuket.com/oldtown,https://facebook.com/oldphukettown,https://goo.gl/maps/OldTown,"Sino-Portuguese,Sunday Market,Street Art,Cafes,Photo Spots",Sunday for market | Weekday mornings quieter,3-4 hours,4.6,"TAT,Heritage Sites","Sunday Walking Street 16:00-22:00 on Thalang Road. Great for Instagram photos."
james-bond-island,phuket,เกาะเขาพิงกัน,James Bond Island (Phang Nga Bay),"island,landmark,boat-tour,scenic,photography",8.2746,98.5015,"Iconic limestone karst island made famous by James Bond movie 'The Man with the Golden Gun'. Part of stunning Phang Nga Bay with spectacular sea caves and mangrove forests.",Depends on tour,300,300,TRUE,open,2025-11-25,"james-bond-1.jpg,james-bond-2.jpg","boat-tour,guide,lunch,kayaking,life-jackets",076-481-188,https://www.jamesbondisland-tours.com,https://facebook.com/jamesbondisland,https://goo.gl/maps/JamesBond,"James Bond Rock,Phang Nga Bay,Sea Caves,Kayaking,Limestone Karsts",November-April,Full day tour,4.5,"TAT,Tour Operators","Tours from Phuket 1,200-2,000 THB. Entry 300 THB. Very touristy but iconic. Include kayaking in sea caves."
elephant-sanctuary-phuket,phuket,เขตรักษาพันธุ์ช้าง,Phuket Elephant Sanctuary,"sanctuary,nature,ethical-tourism,family",8.0880,98.3770,"Ethical elephant sanctuary where rescued elephants roam freely. Observe, feed, and learn about conservation without riding. Beautiful natural setting with mud spa experience for elephants.",09:00-15:00,3000,3000,TRUE,open,2025-11-25,"elephant-phuket-1.jpg,elephant-phuket-2.jpg","parking,cafe,guide,vegetarian-lunch,transport",076-521-350,https://www.phuketelephantsanctuary.org,https://facebook.com/phuketelephantsanctuary,https://goo.gl/maps/ElephantPhuket,"No Riding,Ethical,Rescue Stories,Mud Bath,Forest Setting",Year-round | Book 2-3 days ahead,Half day,4.9,"TripAdvisor,Ethical Tourism","Booking required. 3,000 THB includes lunch, guide, transfer. Morning or afternoon sessions."
wat-chalong,phuket,วัดฉลอง,Wat Chalong,"temple,cultural,historical,spiritual",7.8491,98.3448,"Phuket's most important and largest Buddhist temple. Beautiful architecture, important religious significance, and peaceful ambiance. Home to statues of revered monks.",07:00-17:00,0,0,TRUE,open,2025-11-25,"wat-chalong-1.jpg,wat-chalong-2.jpg","parking,restroom,guide,donation-boxes",076-381-226,https://www.watsup.phuket.com,https://facebook.com/watchalong,https://goo.gl/maps/WatChalong,"Temple,Grand Pagoda,Monk Statues,Architecture,Peaceful",Morning (08:00-11:00),1-1.5 hours,4.5,"TAT,Google Places","Free entry. Dress code: cover shoulders/knees. Most beautiful temple complex in Phuket."
phuket-weekend-market,phuket,ตลาดนัดสุดสัปดาห์,Phuket Weekend Night Market (Naka Market),"market,food,shopping,nightlife,local",7.8950,98.3936,"Huge local market offering incredible variety of street food, clothing, handicrafts, and souvenirs. Authentic local atmosphere, less touristy than Patong markets.",16:00-23:00,0,0,TRUE,open,2025-11-25,"weekend-market-1.jpg,weekend-market-2.jpg","parking,restroom,atm,food-stalls,seating-area",089-724-3069,,https://facebook.com/nakaweekendmarket,https://goo.gl/maps/NakaMarket,"Street Food,Local Vibe,Cheap Shopping,Night Market,Authentic",Saturday-Sunday evenings,2-3 hours,4.6,"Locals,Google Places","Saturday-Sunday only. Great authentic food. Much cheaper than tourist areas. Very local."
andamanda-waterpark,phuket,อันดามันดา วอเตอร์พาร์ค,Andamanda Phuket Waterpark,"waterpark,family,entertainment,adventure",7.9380,98.3550,"Thailand's first world-class waterpark with thrilling slides, wave pools, lazy river, and family zones. Thai-themed design with various zones for all ages.",10:00-18:00,1390,1390,TRUE,open,2025-11-25,"andamanda-1.jpg,andamanda-2.jpg","parking,restroom,lockers,restaurants,lifeguards,first-aid",076-510-277,https://www.andamandaphuket.com,https://facebook.com/andamandaphuket,https://goo.gl/maps/Andamanda,"Water Slides,Wave Pool,Lazy River,Family Fun,Modern",Year-round | Weekdays less crowded,Full day (5-6 hours),4.7,"TripAdvisor,Families","Tickets 1,390 THB. Book online for discounts. Lockers extra. Food inside pricey, can bring snacks."
promthep-cape,phuket,แหลมพรหมเทพ,Promthep Cape Viewpoint,"viewpoint,sunset,scenic,photography,landmark",7.7548,98.3050,"Phuket's most famous sunset viewpoint at the southern tip. Breathtaking panoramic views of Andaman Sea, nearby islands, and spectacular sunsets. Lighthouse and elephant shrine.",All day | Best at sunset,0,0,TRUE,open,2025-11-25,"promthep-1.jpg,promthep-2.jpg","parking,viewpoint,restaurant,souvenirs,lighthouse",076-391-221,,,https://goo.gl/maps/PromthepCape,"Sunset Views,Lighthouse,Panoramic,Southern Tip,Photo Spot",Sunset time (17:30-18:30),1-2 hours,4.6,"TAT,Google Places","Free. Very crowded at sunset. Arrive 30-45 mins early for parking and good spot."
bangla-road,phuket,ถนนบางลา,Bangla Road (Patong Walking Street),"nightlife,entertainment,bars,shows",7.8994,98.2946,"Legendary nightlife street in Patong. Hundreds of bars, clubs, go-go bars, live music, and street performances. Vibrant atmosphere from dusk till dawn.",18:00-03:00,0,0,TRUE,open,2025-11-25,"bangla-1.jpg,bangla-2.jpg","bars,clubs,atm,street-food,shows",,"Various venues",https://facebook.com/banglaroad,https://goo.gl/maps/BanglaRoad,"Nightlife,Live Music,Shows,Bars,Party Street",Evening-late night (21:00-02:00),3-4 hours,4.3,"Google Places,Nightlifers","Pedestrian only 18:00+. Watch belongings. Drink prices higher than normal. Very touristy."
surin-beach,phuket,หาดสุรินทร์,Surin Beach,"beach,upscale,swimming,dining",7.9728,98.2752,"Chic and trendy beach with upscale vibe. Raw natural beauty with white sand and clear water. Numerous high-end beach clubs, bars, and restaurants. Popular with jet-setters.",All day,0,0,TRUE,open,2025-11-25,"surin-1.jpg,surin-2.jpg","parking,restroom,beach-clubs,restaurants,loungers",076-271-376,,https://facebook.com/surinbeach,https://goo.gl/maps/SurinBeach,"Upscale,Beach Clubs,Clear Water,Dining,Trendy",November-April,Half-full day,4.5,"TAT,Luxury Guides","More upscale than other beaches. Beach clubs can be pricey. Rougher seas in monsoon."
kamala-beach,phuket,หาดกมลา,Kamala Beach,"beach,family,local,relaxation,village",7.9618,98.2800,"Peaceful family-friendly beach with laid-back atmosphere. Powdery white sand, clear waters, and authentic fishing village charm. Less developed than major beaches.",All day,0,0,TRUE,open,2025-11-25,"kamala-1.jpg,kamala-2.jpg","parking,restroom,restaurants,fishing-village,massage",076-385-370,,https://facebook.com/kamalabeach,https://goo.gl/maps/KamalaBeach,"Family Frien dly,Authentic,Quiet,Fishing Village,Local Life",November-April,Half-full day,4.5,"TAT,Family Guides","Great for families with kids. Authentic local seafood restaurants. Phuket FantaSea show nearby."
chalong-bay-rum-distillery,phuket,โรงกลั่นเหล้ารัมอ่าวฉลอง,Chalong Bay Rum Distillery,"distillery,tour,tasting,experience",7.8410,98.3380,"Award-winning craft rum distillery offering tours and tastings. Learn about rum production using local sugarcane, see the distillation process, and sample various rum varieties including cocktails.",10:00-19:00 | Tours at 14:00,300,300,TRUE,open,2025-11-25,"rum-1.jpg,rum-2.jpg","parking,bar,shop,tour,tasting-room",076-604-051,https://www.chalongbayrum.com,https://facebook.com/chalongbayrum,https://goo.gl/maps/ChalongBayRum,"Rum Tasting,Distillery Tour,Craft Rum,Cocktails,Award-Winning",Afternoon tour (14:00),1.5-2 hours,4.7,"TripAdvisor,Rum Enthusiasts","Tour 300 THB includes 3 tastings and cocktail. High-quality craft rum. Book tour in advance."
phuket-old-town-street-art,phuket,ศิลปะบนถนน,Old Town Street Art & Murals,"art,photography,culture,walking",7.8830,98.3891,"Instagram-worthy street art and colorful murals throughout Old Phuket Town. Dozens of art pieces depicting local culture, history, and Sino-Portuguese heritage. Free photo tour.",All day,0,0,TRUE,open,2025-11-25,"street-art-1.jpg,street-art-2.jpg","photo-spots,cafes,walking-routes",,https://www.phuketoldtownstreetart.com,https://facebook.com/phuketstreetart,https://goo.gl/maps/StreetArt,"Instagram,Murals,Walking Tour,Photography,Free",Morning (08:00-11:00) best light,2-3 hours,4.5,"Instagram,Art Lovers","Free. Combine with Old Town visit. Map available online. Popular Soi Rommanee for best murals."
yona-floating-beach-club,phuket,โยน่า,YONA Floating Beach Club,"beach-club,unique,swimming,dining,luxury",7.8100,98.3500,"Unique floating beach club anchored in the Andaman Sea. Relax on floating platforms, sunbathe, swim, and enjoy food and drinks literally in the middle of the ocean. Instagram paradise.",11:00-19:00,800,800,TRUE,open,2025-11-25,"yona-1.jpg,yona-2.jpg","floating-platform,restaurant,bar,loungers,boat-transfer",093-595-9999,https://www.yonaphuket.com,https://facebook.com/yonaphuket,https://goo.gl/maps/YONA,"Floating Club,Unique,Instagram,Luxury,Sea Views",November-April (calm seas),Half day (3-4 hours),4.8,"Instagram,Luxury Travel","Minimum spend 800 THB. Boat transfer included. Book in advance. Amazing for photos and unique experience."
